datetime_utc,exchange,instrument,direction,setup_grade,h4_bias_notes,h1_trend_notes,pullback_confluences,confirmation_type,entry_price,stop_price,liquidation_price,leverage,risk_pct,position_size,fees_paid,slippage_estimated,funding_paid,exit_distribution,exit_reason,final_r,pnl_usd,rule_compliance,mae_r,mfe_r,bars_held,entry_method,signal_variant
2026-04-01T13:45:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 37.1 with DI+ dominant,,"h1_ema20,fib_zone",micro_structure_shift,2115.428725,2092.5592241672975,618.948277819836,1.4137211759750232,0.015,6.684260879314531,12.724797115573892,0.0,0.15991155011027403,[],proof_lock_stop,-0.10278776179263897,-15.712724159581658,yes,-0.21988783387913755,0.4884791793979658,3,close,
2026-04-06T23:30:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 39.8 with DI+ dominant,,h1_ema50,inside_bar_break,68508.12275000001,68020.4838588375,37123.257255833254,2.1834851349874964,0.015,0.3182979201682317,19.65806928050334,0.0,-0.24072507896915077,[],trailing_stop,0.3427199385889037,53.19508500716101,yes,-0.12534428879184648,0.6518701763966863,1,close,
2026-04-08T15:15:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 45.7 with DI+ dominant,,"h1_ema20,fib_zone",inside_bar_break,71108.77275,70399.53040097206,24993.02673147044,1.5421719212226805,0.015000000000000001,0.21774237887590667,13.959757202041168,0.0,0.7741696668765624,[],trailing_stop,0.26006293405429015,40.16206927117905,yes,-0.09978641306036139,1.1734032113855106,12,close,
2026-04-09T01:30:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 36.5 with DI+ dominant,,,hammer,70599.6455,70125.31295250566,40136.19683371049,2.3182833973698704,0.014999999999999998,0.3310027452741672,21.060469866968923,0.0,0.016252914488976627,[],trailing_stop,0.2714204794934925,42.61447427236398,yes,-0.08358165639154604,0.6922453492481844,2,close,
2026-04-09T14:00:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 22.7 with DI- dominant,,h1_ema50,hammer,70781.691,70385.94686575288,45626.12438352518,2.8151072185606725,0.015,0.402606077970894,25.85003591933532,0.0,-0.6175906804619504,"[{""level"": ""tp1"", ""qty"": 0.06441697247534303, ""price"": 71319.0}, {""level"": ""tp2"", ""qty"": 0.0805212155941788, ""price"": 72045.0}, {""level"": ""mfe_retrace_exit"", ""qty"": 0.2576678899013721, ""price"": 0}]",mfe_retrace_exit,2.667523333831373,425.0138086352766,yes,-0.7244352479043382,4.056431570499373,10,close,
2026-04-09T23:45:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 18.4 with DI+ dominant,,h1_ema50,inside_bar_break,2188.3469500000006,2164.6912216471246,640.6481098083021,1.4140554707798278,0.015,6.815485429279317,13.416782901030057,0.0,0.5504011749452783,[],trailing_stop,-0.17483347497531987,-28.187574541519183,yes,-0.2936688271175508,0.33197244586402785,6,close,
2026-04-10T07:15:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 18.7 with DI+ dominant,,prior_hl_flip,inside_bar_break,2183.8458250000003,2170.2753312675904,1321.555417839375,2.533759330936076,0.015,12.20582750269568,24.262051903519662,0.0,3.454903457517549,"[{""level"": ""tp1"", ""qty"": 1.9529324004313084, ""price"": 2210.1}, {""level"": ""tp2"", ""qty"": 2.4411655005391357, ""price"": 2217.3}, {""level"": ""reversal_candle"", ""qty"": 7.811729601725235, ""price"": 0}]",reversal_candle,3.4814428290463435,576.6630764850486,yes,-0.6223668177841903,5.316989670587787,56,close,
2026-04-11T04:15:00+00:00,hyperliquid,SOL,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bearish structure; H1: ADX 36.2 with DI+ dominant,,"h1_ema20,prior_hl_flip,fib_zone",inside_bar_break,84.38109,83.92359042355386,55.26602823692412,2.8995697351663776,0.015,381.30745108680463,28.919165643340605,0.0,0.53619546305269,"[{""level"": ""quick_exit"", ""qty"": 381.30745108680463, ""price"": 0}]",quick_exit,-0.6587608785190376,-114.91951600201071,yes,-0.7040225097080983,0.0,6,close,
2026-04-11T06:30:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 36.2 with DI+ dominant,,fib_zone,inside_bar_break,2230.9576,2220.9796265661535,1602.3751044102246,3.551451567704876,0.015,17.48151829022279,35.10638082981704,0.0,0.4626827412581748,[],trailing_stop,-0.12865679003445202,-22.441619978505862,yes,-0.05588309126065954,0.4652648186306082,4,close,
2026-04-14T15:15:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 50.1 with DI+ dominant,,"h1_ema20,fib_zone",micro_structure_shift,2340.4849750000003,2312.9817899625345,545.3526641689638,1.3038942764451609,0.015,6.105376470281642,12.907429373812814,0.0,-0.7657393973662394,[],trailing_stop,0.5475963829447275,91.95090544881381,yes,-0.13034763046958528,1.0586055746030196,3,close,
